,YEAR,MONTH,DAY,BAROMETER,THERMOMETER,LATITUDE,LONGITUDE
22789,1857,6,15,29.637795275590552,17.0,-35.4,27.27
22790,1857,6,15,29.69685039370079,16.9,-37.42,27.31
22791,1857,6,15,29.503937007874015,13.2,-40.08,28.02
22792,1857,6,15,29.980314960629922,22.4,-28.31,43.07
22793,1857,6,15,30.051181102362204,13.8,-41.45,47.5
22794,1857,6,15,30.094488188976378,22.3,-26.28,53.36
22795,1857,6,16,30.161417322834648,11.1,-36.0,-9.39
22796,1857,6,16,30.03543307086614,12.7,-39.27,7.27
22797,1857,6,16,30.14173228346457,19.5,-22.56,8.05
22798,1857,6,16,30.314960629921263,13.6,-34.38,18.43
22799,1857,6,16,30.303149606299215,17.2,-34.34,23.4
22800,1857,6,16,30.181102362204726,16.4,-34.51,26.23
22801,1857,6,16,30.157480314960633,16.0,-34.39,26.34
22802,1857,6,16,30.137795275590552,14.7,-35.43,26.5
22803,1857,6,16,30.26377952755906,14.3,-34.22,26.56
22804,1857,6,16,30.17716535433071,9.7,-39.33,29.04
22805,1857,6,16,30.10629921259843,12.9,-37.26,30.41
22806,1857,6,16,30.14173228346457,10.0,-40.02,31.37
22807,1857,6,16,29.88188976377953,22.8,-29.15,41.28
22808,1857,6,16,30.137795275590552,23.1,-27.3,51.09
22809,1857,6,16,30.208661417322833,13.4,-41.53,53.2
22810,1857,6,5,30.07874015748032,,-36.0,-6.08
22811,1857,6,5,30.01968503937008,,-35.0,-4.17
22812,1857,6,5,29.905511811023626,,-36.0,-2.4
22813,1857,6,5,29.88188976377953,,-34.3,-0.12
22814,1857,6,5,29.763779527559056,,-37.15,6.2
22815,1857,6,6,29.77952755905512,,-33.0,14.5
22816,1857,6,6,29.673228346456696,,-37.3,21.45
22817,1857,6,7,29.97244094488189,,-33.0,28.5
22818,1857,6,7,29.84251968503937,,-36.0,34.22
22819,1857,6,7,29.992125984251967,,-30.45,36.17
22820,1857,6,6,29.503937007874015,,-36.3,-1.16
22821,1857,6,6,29.582677165354333,,-35.45,-0.0
22822,1857,6,6,29.34251968503937,,-37.15,1.3
22823,1857,6,6,29.448818897637796,,-34.45,4.4
22824,1857,6,7,29.23228346456693,,-38.45,11.1
22825,1857,6,7,29.629921259842522,,-32.45,15.0
22826,1857,6,7,29.291338582677167,,-38.15,21.4
22827,1857,6,7,29.834645669291337,,-33.45,27.3
22828,1857,6,8,29.68503937007874,,-36.0,33.4
22829,1857,6,8,29.901574803149607,,-31.15,34.21
22830,1857,6,7,29.921259842519685,,-36.3,1.37
22831,1857,6,7,29.92913385826772,,-36.0,3.33
22832,1857,6,7,29.866141732283467,,-38.0,4.0
22833,1857,6,8,30.0,,-35.0,10.4
22834,1857,6,8,30.062992125984255,,-32.3,14.12
22835,1857,6,8,29.976377952755907,,-39.0,14.23
22836,1857,6,8,30.090551181102363,,-38.15,21.34
22837,1857,6,8,30.169291338582678,,-34.3,26.4
22838,1857,6,9,30.043307086614174,,-35.15,32.16
22839,1857,6,9,30.19685039370079,,-31.45,33.04
22840,1857,6,9,29.055118110236222,,-38.0,4.1
22841,1857,6,9,29.153543307086615,,-39.15,7.38
22842,1857,6,9,29.133858267716537,,-37.4,7.5
22843,1857,6,10,29.440944881889763,,-32.0,11.4
22844,1857,6,10,29.37007874015748,,-34.3,18.0
22845,1857,6,10,29.055118110236222,,-38.0,17.55
22846,1857,6,10,29.448818897637796,,-35.0,23.15
22847,1857,6,10,28.88188976377953,,-42.0,23.48
22848,1857,6,11,29.440944881889763,,-35.45,29.0
22849,1857,6,11,29.629921259842522,,-33.3,28.4
22850,1857,6,10,29.811023622047248,,-36.45,8.16
22851,1857,6,11,30.01968503937008,,-31.3,11.4
22852,1857,6,11,29.665354330708663,,-39.0,12.5
22853,1857,6,11,29.850393700787404,,-37.3,13.3
22854,1857,6,11,29.744094488188978,,-37.45,17.26
22855,1857,6,11,30.007874015748033,,-34.3,18.35
22856,1857,6,11,30.031496062992126,,-34.0,24.2
22857,1857,6,12,29.960629921259844,,-35.3,29.0
22858,1857,6,12,30.08661417322835,,-33.3,28.3
22859,1857,6,12,29.69685039370079,,-42.0,31.0
22860,1840,4,20,28.16,24.444444444444446,,
22861,1840,4,20,28.12,25.0,,
22862,1840,4,20,28.1,24.444444444444446,,
22863,1840,4,20,28.1,23.88888888888889,,
22864,1840,4,20,28.1,23.333333333333336,,
22865,1840,4,21,28.1,22.22222222222222,,
22866,1840,4,21,,,,
22867,1840,4,21,,25.555555555555557,,
22868,1840,4,21,,27.77777777777778,,
22869,1840,4,21,,26.666666666666668,,
22870,1840,4,21,27.98,23.88888888888889,,
22871,1840,4,22,,22.22222222222222,,
22872,1840,4,22,27.96,,,
22873,1840,4,22,,25.0,,
22874,1840,4,22,28.04,26.666666666666668,,
22875,1840,4,22,28.08,24.444444444444446,,
22876,1840,4,22,28.06,23.333333333333336,,
22877,1840,4,23,28.1,21.666666666666668,,
22878,1840,4,23,,23.333333333333336,,
22879,1840,4,23,28.12,25.555555555555557,,
22880,1840,4,23,,27.77777777777778,,
22881,1840,4,23,28.14,24.444444444444446,,
22882,1840,4,23,28.1,,,
22883,1840,4,24,28.14,23.333333333333336,,
22884,1840,4,24,,24.444444444444446,,
22885,1840,4,24,,26.11111111111111,,
22886,1840,4,24,,27.77777777777778,,
22887,1840,4,24,28.1,24.444444444444446,,
22888,1840,4,24,,23.333333333333336,,
22889,1840,4,25,,23.88888888888889,,
22890,1840,4,25,,24.444444444444446,,
22891,1840,4,25,28.12,25.555555555555557,,
22892,1840,4,25,28.1,,,
22893,1840,4,25,,25.0,,
22894,1840,4,25,,23.88888888888889,,
22895,1840,4,26,,23.333333333333336,,
22896,1840,4,26,,25.0,,
22897,1840,4,26,,,,
22898,1840,4,26,,21.666666666666668,,
22899,1840,4,26,28.14,23.333333333333336,,
22900,1840,4,26,28.1,23.333333333333336,,
22901,1840,4,27,28.12,23.88888888888889,,
22902,1840,4,27,28.1,24.444444444444446,,
22903,1840,4,27,28.06,26.11111111111111,,
22904,1840,4,27,28.1,27.222222222222225,,
22905,1840,4,27,28.04,25.555555555555557,,
22906,1840,4,27,,23.333333333333336,,
22907,1840,4,28,28.04,21.666666666666668,,
22908,1840,4,28,28.0,22.22222222222222,,
22909,1840,4,28,27.94,25.0,,
22910,1840,4,28,27.96,26.11111111111111,,
22911,1840,4,28,,23.88888888888889,,
22912,1840,4,28,27.98,22.77777777777778,,
22913,1840,4,29,28.04,23.333333333333336,,
22914,1840,4,29,28.06,24.444444444444446,,
22915,1840,4,29,28.1,26.666666666666668,,
22916,1840,4,29,,27.222222222222225,,
22917,1840,4,29,28.12,22.22222222222222,,
22918,1840,4,29,28.1,21.11111111111111,,
22919,1840,4,30,,22.22222222222222,,
22920,1840,4,30,,23.333333333333336,,
22921,1840,4,30,28.12,25.555555555555557,,
22922,1840,4,30,28.1,26.11111111111111,,
22923,1840,4,30,,25.555555555555557,,
22924,1840,4,30,28.12,22.22222222222222,,
22925,1840,5,1,28.14,,,
22926,1840,5,1,,23.333333333333336,,
22927,1840,5,1,28.18,26.666666666666668,,
22928,1840,5,1,,26.11111111111111,,
22929,1840,5,1,,22.77777777777778,,
22930,1840,5,1,28.2,22.22222222222222,,
22931,1840,5,2,28.2,22.22222222222222,,
22932,1840,5,2,28.2,23.88888888888889,,
22933,1840,5,2,28.18,26.666666666666668,,
22934,1840,5,2,28.1,25.0,,
22935,1840,5,2,28.08,23.333333333333336,,
22936,1840,5,2,28.08,22.77777777777778,,
22937,1840,5,3,,22.22222222222222,,
22938,1840,5,3,,26.666666666666668,,
22939,1840,5,3,28.1,26.666666666666668,,
22940,1840,5,3,28.02,27.222222222222225,,
22941,1840,5,3,28.04,28.88888888888889,,
22942,1840,5,3,28.0,21.666666666666668,,
22943,1840,5,4,27.72,21.11111111111111,,
22944,1840,5,4,27.74,24.444444444444446,,
22945,1840,5,4,27.78,23.333333333333336,,
22946,1840,5,4,,25.0,,
22947,1840,5,4,27.74,22.22222222222222,,
22948,1840,5,4,27.7,21.11111111111111,,
22949,1840,5,5,27.96,23.333333333333336,,
22950,1840,5,5,27.94,23.88888888888889,,
22951,1840,5,5,27.9,27.77777777777778,,
22952,1840,5,5,,26.666666666666668,,
22953,1840,5,5,,24.444444444444446,,
22954,1840,5,5,,23.333333333333336,,
22955,1840,5,6,27.88,24.444444444444446,,
22956,1840,5,6,27.84,24.444444444444446,,
22957,1840,5,6,27.82,26.666666666666668,,
22958,1840,5,6,,28.333333333333336,,
22959,1840,5,6,,26.11111111111111,,
22960,1840,5,6,,24.444444444444446,,
22961,1840,5,7,27.8,,,
22962,1840,5,7,,25.555555555555557,,
22963,1840,5,7,,26.666666666666668,,
22964,1840,5,7,,27.222222222222225,,
22965,1840,5,7,,23.88888888888889,,
22966,1840,5,7,,22.22222222222222,,
22967,1840,5,8,,24.444444444444446,,
22968,1840,5,8,,25.555555555555557,,
22969,1840,5,8,,26.666666666666668,,
22970,1840,5,8,,27.77777777777778,,
22971,1840,5,8,,23.88888888888889,,
22972,1840,5,8,,21.11111111111111,,
22973,1840,5,9,,24.444444444444446,,
22974,1840,5,9,,25.555555555555557,,
22975,1840,5,9,,26.666666666666668,,
22976,1840,5,9,,28.88888888888889,,
22977,1840,5,9,,26.11111111111111,,
22978,1840,5,9,,26.11111111111111,,
22979,1840,5,10,27.8,25.0,,
22980,1840,5,10,27.82,25.555555555555557,,
22981,1840,5,10,,26.11111111111111,,
22982,1840,5,10,,27.222222222222225,,
22983,1840,5,10,27.84,24.444444444444446,,
22984,1840,5,10,27.86,22.77777777777778,,
22985,1840,5,11,,23.333333333333336,,
22986,1840,5,11,27.88,26.11111111111111,,
22987,1840,5,11,,27.222222222222225,,
22988,1840,5,11,27.9,,,
22989,1840,5,11,,26.666666666666668,,
22990,1840,5,11,,22.77777777777778,,
22991,1840,5,12,27.8,22.22222222222222,,
22992,1840,5,12,,26.666666666666668,,
22993,1840,5,12,27.86,29.444444444444446,,
22994,1840,5,12,27.8,26.11111111111111,,
22995,1840,5,12,,26.11111111111111,,
22996,1840,5,12,,24.444444444444446,,
22997,1840,5,13,,23.333333333333336,,
22998,1840,5,13,,25.0,,
22999,1840,5,13,27.82,,,
23000,1840,5,13,,,,
23001,1840,5,13,27.8,23.333333333333336,,
23002,1840,5,13,,21.666666666666668,,
23003,1840,5,14,27.8,20.0,,
23004,1840,5,14,,,,
23005,1840,5,14,,,,
23006,1840,5,14,,21.11111111111111,,
23007,1840,5,14,,20.0,,
23008,1840,5,14,,,,
23009,1840,5,15,27.84,20.0,,
23010,1840,5,15,,21.11111111111111,,
23011,1840,5,15,,22.22222222222222,,
23012,1840,5,15,,21.666666666666668,,
23013,1840,5,15,,19.444444444444446,,
23014,1840,5,15,,,,
23015,1840,5,16,27.82,20.0,,
23016,1840,5,16,27.84,20.555555555555557,,
23017,1840,5,16,27.82,21.666666666666668,,
23018,1840,5,16,27.8,20.555555555555557,,
23019,1840,5,16,,20.0,,
23020,1840,5,16,,20.555555555555557,,
23021,1840,5,17,27.84,21.11111111111111,,
23022,1840,5,17,27.86,21.666666666666668,,
23023,1840,5,17,27.88,25.555555555555557,,
23024,1840,5,17,27.9,23.333333333333336,,
23025,1840,5,17,,21.666666666666668,,
23026,1840,5,17,,,,
23027,1840,5,18,27.96,22.22222222222222,,
23028,1840,5,18,27.98,21.11111111111111,,
23029,1840,5,18,28.0,23.333333333333336,,
23030,1840,5,18,28.06,21.11111111111111,,
23031,1840,5,18,28.1,,,
23032,1840,5,18,,,,
23033,1840,5,19,,22.22222222222222,,
23034,1840,5,19,,23.333333333333336,,
23035,1840,5,19,,24.444444444444446,,
23036,1840,5,19,,23.333333333333336,,
23037,1840,5,19,28.08,21.666666666666668,,
23038,1840,5,19,,,,
23039,1840,5,20,28.04,21.11111111111111,,
23040,1840,5,20,28.0,21.666666666666668,,
23041,1840,5,20,27.98,27.222222222222225,,
23042,1840,5,20,27.94,24.444444444444446,,
23043,1840,5,20,27.9,22.77777777777778,,
23044,1840,5,20,27.94,,,
23045,1840,5,21,27.98,22.22222222222222,,
23046,1840,5,21,,23.88888888888889,,
23047,1840,5,21,,25.555555555555557,,
23048,1840,5,21,,23.88888888888889,,
23049,1840,5,21,,,,
23050,1840,5,21,27.96,21.666666666666668,,
23051,1840,5,22,27.96,21.666666666666668,,
23052,1840,5,22,27.98,22.22222222222222,,
23053,1840,5,22,,26.666666666666668,,
23054,1840,5,22,28.0,,,
23055,1840,5,22,,23.333333333333336,,
23056,1840,5,22,,21.666666666666668,,
23057,1840,5,23,28.04,23.88888888888889,,
23058,1840,5,23,,24.444444444444446,,
23059,1840,5,23,28.08,,,
23060,1840,5,23,28.1,21.666666666666668,,
23061,1840,5,23,,22.77777777777778,,
23062,1840,5,23,,21.11111111111111,,
23063,1840,5,24,,22.22222222222222,,
23064,1840,5,24,,22.77777777777778,,
23065,1840,5,24,,25.0,,
23066,1840,5,24,28.08,21.666666666666668,,
23067,1840,5,24,,,,
23068,1840,5,24,,,,
23069,1840,5,25,28.06,23.333333333333336,,
23070,1840,5,25,,23.88888888888889,,
23071,1840,5,25,28.04,26.666666666666668,,
23072,1840,5,25,,23.88888888888889,,
23073,1840,5,25,28.06,21.11111111111111,,
23074,1840,5,25,,22.77777777777778,,
23075,1840,5,26,28.04,23.88888888888889,,
23076,1840,5,26,28.06,24.444444444444446,,
23077,1840,5,26,,27.77777777777778,,
23078,1840,5,26,28.04,25.0,,
23079,1840,5,26,,23.333333333333336,,
23080,1840,5,26,,23.333333333333336,,
23081,1840,5,27,28.02,20.555555555555557,,
23082,1840,5,27,,23.88888888888889,,
23083,1840,5,27,,26.666666666666668,,
23084,1840,5,27,,21.666666666666668,,
23085,1840,5,27,,,,
23086,1840,5,27,,,,
23087,1840,5,28,28.0,20.0,,
23088,1840,5,28,27.98,22.77777777777778,,
23089,1840,5,28,,26.11111111111111,,
23090,1840,5,28,,25.0,,
23091,1840,5,28,,,,
23092,1840,5,28,,,,
23093,1840,5,29,,21.666666666666668,,
23094,1840,5,29,,22.77777777777778,,
23095,1840,5,29,,25.555555555555557,,
23096,1840,5,29,28.0,25.0,,
23097,1840,5,29,,21.11111111111111,,
23098,1840,5,29,,,,
23099,1840,5,30,28.0,20.0,,
23100,1840,5,30,,20.0,,
23101,1840,5,30,28.02,21.11111111111111,,
23102,1840,5,30,28.04,20.0,,
23103,1840,5,30,,,,
23104,1840,5,30,,18.333333333333336,,
23105,1840,5,31,28.1,19.444444444444446,,
23106,1840,5,31,,,,
23107,1840,5,31,28.2,20.0,,
23108,1840,5,31,,18.333333333333336,,
23109,1840,5,31,28.22,,,
23110,1840,5,31,,,,
23111,1840,6,1,28.24,19.444444444444446,,
23112,1840,6,1,28.26,,,
23113,1840,6,1,,20.0,,
23114,1840,6,1,,18.333333333333336,,
23115,1840,6,1,28.3,,,
23116,1840,6,1,,17.77777777777778,,
23117,1840,6,2,28.24,20.0,,
23118,1840,6,2,28.22,,,
23119,1840,6,2,28.22,22.22222222222222,,
23120,1840,6,2,28.18,21.11111111111111,,
23121,1840,6,2,,21.666666666666668,,
23122,1840,6,2,,21.11111111111111,,
23123,1840,6,3,28.1,21.11111111111111,,
23124,1840,6,3,28.0,,,
23125,1840,6,3,27.96,23.333333333333336,,
23126,1840,6,3,,22.22222222222222,,
23127,1840,6,3,,,,
23128,1840,6,3,,22.77777777777778,,
23129,1840,6,4,,21.666666666666668,,
23130,1840,6,4,,21.11111111111111,,
23131,1840,6,4,27.94,,,
23132,1840,6,4,,,,
23133,1840,6,4,,,,
23134,1840,6,4,,,,
23135,1840,6,5,27.96,21.666666666666668,,
23136,1840,6,5,27.94,23.333333333333336,,
23137,1840,6,5,,25.0,,
23138,1840,6,5,27.9,23.88888888888889,,
23139,1840,6,5,,21.11111111111111,,
23140,1840,6,5,,,,
23141,1840,6,6,27.94,21.666666666666668,,
23142,1840,6,6,27.98,23.88888888888889,,
23143,1840,6,6,,25.555555555555557,,
23144,1840,6,6,,22.77777777777778,,
23145,1840,6,6,,22.22222222222222,,
23146,1840,6,6,,22.77777777777778,,
23147,1840,6,7,28.0,20.555555555555557,,
23148,1840,6,7,28.04,21.11111111111111,,
23149,1840,6,7,28.04,22.22222222222222,,
23150,1840,6,7,28.08,23.333333333333336,,
23151,1840,6,7,28.1,21.11111111111111,,
23152,1840,6,7,28.1,20.555555555555557,,
23153,1840,6,8,,18.88888888888889,,
23154,1840,6,8,,19.444444444444446,,
23155,1840,6,8,28.14,20.0,,
23156,1840,6,8,,19.444444444444446,,
23157,1840,6,8,28.16,,,
23158,1840,6,8,,18.88888888888889,,
23159,1840,6,9,28.1,19.444444444444446,,
23160,1840,6,9,28.06,18.88888888888889,,
23161,1840,6,9,28.02,20.555555555555557,,
23162,1840,6,9,27.98,,,
23163,1840,6,9,,18.88888888888889,,
23164,1840,6,9,,17.77777777777778,,
23165,1840,6,10,,18.88888888888889,,
23166,1840,6,10,,19.444444444444446,,
23167,1840,6,10,,21.11111111111111,,
23168,1840,6,10,28.0,20.555555555555557,,
23169,1840,6,10,,,,
23170,1840,6,10,,,,
23171,1840,6,11,28.02,20.555555555555557,,
23172,1840,6,11,,21.666666666666668,,
23173,1840,6,11,,25.0,,
23174,1840,6,11,,24.444444444444446,,
23175,1840,6,11,28.0,23.88888888888889,,
23176,1840,6,11,27.98,21.11111111111111,,
23177,1840,6,12,,,,
23178,1840,6,12,,23.333333333333336,,
23179,1840,6,12,,24.444444444444446,,
23180,1840,6,12,,,,
23181,1840,6,12,,21.666666666666668,,
23182,1840,6,12,28.0,21.11111111111111,,
23183,1840,6,13,,21.666666666666668,,
23184,1840,6,13,,,,
23185,1840,6,13,,22.22222222222222,,
23186,1840,6,13,28.02,21.666666666666668,,
23187,1840,6,13,,21.11111111111111,,
23188,1840,6,13,,,,
23189,1840,6,14,27.98,21.666666666666668,,
23190,1840,6,14,27.96,,,
23191,1840,6,14,27.94,23.333333333333336,,
23192,1840,6,14,,20.555555555555557,,
23193,1840,6,14,27.9,20.0,,
23194,1840,6,14,,,,
23195,1840,6,15,27.9,18.88888888888889,,
23196,1840,6,15,27.88,20.555555555555557,,
23197,1840,6,15,27.86,,,
23198,1840,6,15,27.96,18.88888888888889,,
23199,1840,6,15,,,,
23200,1840,6,15,,,,
23201,1840,6,16,,,,
23202,1840,6,16,,,,
23203,1840,6,16,,19.444444444444446,,
23204,1840,6,16,,,,
23205,1840,6,16,,17.77777777777778,,
23206,1840,6,16,27.98,,,
23207,1840,6,17,27.94,21.11111111111111,,
23208,1840,6,17,,24.444444444444446,,
23209,1840,6,17,27.9,26.11111111111111,,
23210,1840,6,17,,21.11111111111111,,
23211,1840,6,17,,,,
23212,1840,6,17,,,,
23213,1840,6,18,27.92,18.333333333333336,,
23214,1840,6,18,27.94,19.444444444444446,,
23215,1840,6,18,,,,
23216,1840,6,18,,18.88888888888889,,
23217,1840,6,18,27.92,,,
23218,1840,6,18,,,,
23219,1840,6,19,27.94,18.88888888888889,,
23220,1840,6,19,,20.0,,
23221,1840,6,19,27.96,21.666666666666668,,
23222,1840,6,19,,20.555555555555557,,
23223,1840,6,19,27.98,19.444444444444446,,
23224,1840,6,19,,,,
23225,1840,6,20,,18.88888888888889,,
23226,1840,6,20,,21.11111111111111,,
23227,1840,6,20,,21.666666666666668,,
23228,1840,6,20,28.0,19.444444444444446,,
23229,1840,6,20,,,,
23230,1840,6,20,,18.88888888888889,,
23231,1840,6,21,28.02,19.444444444444446,,
23232,1840,6,21,,,,
23233,1840,6,21,28.04,21.11111111111111,,
23234,1840,6,21,,18.88888888888889,,
23235,1840,6,21,,,,
23236,1840,6,21,,,,
23237,1840,6,22,28.02,,,
23238,1840,6,22,,19.444444444444446,,
23239,1840,6,22,28.04,20.0,,
23240,1840,6,22,28.08,18.88888888888889,,
23241,1840,6,22,,18.333333333333336,,
23242,1840,6,22,,,,
23243,1840,6,23,28.1,17.77777777777778,,
23244,1840,6,23,,19.444444444444446,,
23245,1840,6,23,,20.0,,
23246,1840,6,23,28.12,18.333333333333336,,
23247,1840,6,23,28.06,17.77777777777778,,
23248,1840,6,23,,,,
23249,1840,6,24,,,,
23250,1840,6,24,,18.88888888888889,,
23251,1840,6,24,,20.555555555555557,,
23252,1840,6,24,,19.444444444444446,,
23253,1840,6,24,28.04,,,
23254,1840,6,24,,,,
23255,1840,6,25,28.1,18.88888888888889,,
23256,1840,6,25,,21.11111111111111,,
23257,1840,6,25,28.12,,,
23258,1840,6,25,28.08,18.333333333333336,,
23259,1840,6,25,,,,
23260,1840,6,25,,,,
23261,1840,6,26,28.1,19.444444444444446,,
23262,1840,6,26,,20.0,,
23263,1840,6,26,,21.11111111111111,,
23264,1840,6,26,,18.333333333333336,,
23265,1840,6,26,,17.77777777777778,,
23266,1840,6,26,,,,
23267,1840,6,27,28.08,19.444444444444446,,
23268,1840,6,27,,21.11111111111111,,
23269,1840,6,27,28.04,24.444444444444446,,
23270,1840,6,27,28.02,,,
23271,1840,6,27,,,,
23272,1840,6,27,,,,
23273,1840,6,28,27.98,19.444444444444446,,
23274,1840,6,28,27.96,20.555555555555557,,
23275,1840,6,28,,23.333333333333336,,
23276,1840,6,28,27.94,20.555555555555557,,
23277,1840,6,28,,,,
23278,1840,6,28,,,,
23279,1840,6,29,27.98,19.444444444444446,,
23280,1840,6,29,,20.555555555555557,,
23281,1840,6,29,,26.11111111111111,,
23282,1840,6,29,,21.11111111111111,,
23283,1840,6,29,,20.555555555555557,,
23284,1840,6,29,,,,
23285,1840,6,30,28.0,19.444444444444446,,
23286,1840,6,30,,20.555555555555557,,
23287,1840,6,30,,21.11111111111111,,
23288,1840,6,30,28.02,21.11111111111111,,
23289,1840,6,30,,17.77777777777778,,
23290,1840,6,30,,,,
23291,1840,7,1,28.04,17.77777777777778,,
23292,1840,7,1,,18.333333333333336,,
23293,1840,7,1,,19.444444444444446,,
23294,1840,7,1,28.06,20.555555555555557,,
23295,1840,7,1,28.08,20.0,,
23296,1840,7,1,28.1,19.444444444444446,,
23297,1840,7,2,28.08,20.0,,
23298,1840,7,2,,20.555555555555557,,
23299,1840,7,2,,21.666666666666668,-25.1,-44.2
23300,1840,7,2,28.0,21.11111111111111,,
23301,1840,7,2,,,,
23302,1840,7,2,,20.555555555555557,,
23303,1840,7,3,28.08,,,
23304,1840,7,3,,20.0,,
23305,1840,7,3,,21.666666666666668,-27.4,-46.04
23306,1840,7,3,27.98,22.77777777777778,,
23307,1840,7,3,27.84,21.11111111111111,,
23308,1840,7,3,27.94,,,
23309,1840,7,4,27.8,18.333333333333336,,
23310,1840,7,4,27.84,20.0,,
23311,1840,7,4,27.92,21.666666666666668,-30.01,-47.51
23312,1840,7,4,27.8,23.333333333333336,,
23313,1840,7,4,27.78,20.555555555555557,,
23314,1840,7,4,,17.77777777777778,,
23315,1840,7,5,27.8,17.77777777777778,,
23316,1840,7,5,,,,
23317,1840,7,5,27.7,18.88888888888889,-31.54,-50.11
23318,1840,7,5,27.72,17.77777777777778,,
23319,1840,7,5,,,,
23320,1840,7,5,27.7,16.666666666666668,,
23321,1840,7,6,,,,
23322,1840,7,6,27.8,17.77777777777778,,
23323,1840,7,6,,16.666666666666668,-32.2,-50.55
23324,1840,7,6,27.7,15.0,,
23325,1840,7,6,,,,
23326,1840,7,6,,,,
23327,1840,7,7,27.82,14.444444444444445,,
23328,1840,7,7,27.8,,,
23329,1840,7,7,,15.0,-33.02,-51.18
23330,1840,7,7,,15.555555555555557,,
23331,1840,7,7,,14.444444444444445,,
23332,1840,7,7,,,,
23333,1840,7,8,27.82,,,
23334,1840,7,8,27.88,15.0,,
23335,1840,7,8,27.92,15.555555555555557,-34.0,-50.12
23336,1840,7,8,27.94,15.0,,
23337,1840,7,8,28.1,14.444444444444445,,
23338,1840,7,8,28.14,,,
23339,1840,7,9,28.2,14.444444444444445,,
23340,1840,7,9,,13.88888888888889,,
23341,1840,7,9,,,-33.3,-51.06
23342,1840,7,9,28.3,11.666666666666668,,
23343,1840,7,9,28.32,11.11111111111111,,
23344,1840,7,9,28.34,10.0,,
23345,1840,7,10,28.48,9.444444444444445,,
23346,1840,7,10,,11.11111111111111,,
23347,1840,7,10,,,-32.5,-51.58
23348,1840,7,10,,10.555555555555555,,
23349,1840,7,10,,9.444444444444445,,
23350,1840,7,10,,,,
23351,1840,7,11,,12.222222222222223,,
23352,1840,7,11,,,,
23353,1840,7,11,,13.333333333333334,-33.13,-52.1
23354,1840,7,11,28.5,,,
23355,1840,7,11,28.38,12.777777777777779,,
23356,1840,7,11,28.34,,,
23357,1840,7,12,28.32,12.222222222222223,,
23358,1840,7,12,28.3,12.777777777777779,,
23359,1840,7,12,,13.333333333333334,-35.05,-53.09
23360,1840,7,12,,,,
23361,1840,7,12,28.2,12.222222222222223,,
23362,1840,7,12,28.3,11.11111111111111,,
23363,1840,7,13,28.3,13.333333333333334,,
23364,1840,7,13,,12.222222222222223,,
23365,1840,7,13,,,,
23366,1840,7,13,,11.11111111111111,,
23367,1840,7,13,,10.0,,
23368,1840,7,13,,,,
23369,1840,7,14,,13.333333333333334,,
23370,1840,7,14,,12.222222222222223,,
23371,1840,7,14,28.32,13.333333333333334,,
23372,1840,7,14,,11.11111111111111,,
23373,1840,7,14,,10.0,,
23374,1840,7,14,28.3,12.222222222222223,,
23375,1840,7,15,28.2,13.333333333333334,,
23376,1840,7,15,28.22,13.88888888888889,,
23377,1840,7,15,,14.444444444444445,,
23378,1840,7,15,28.18,13.88888888888889,,
23379,1840,7,15,,,,
23380,1840,7,15,,,,
23381,1840,7,16,,13.333333333333334,,
23382,1840,7,16,,,,
23383,1840,7,16,28.16,13.88888888888889,,
23384,1840,7,16,28.14,13.333333333333334,,
23385,1840,7,16,28.16,12.222222222222223,,
23386,1840,7,16,,10.0,,
23387,1840,7,17,28.16,12.777777777777779,,
23388,1840,7,17,,13.333333333333334,,
23389,1840,7,17,28.14,13.88888888888889,,
23390,1840,7,17,,12.777777777777779,,
23391,1840,7,17,28.12,,,
23392,1840,7,17,,,,
23393,1840,7,18,28.1,13.333333333333334,,
23394,1840,7,18,,,,
23395,1840,7,18,,13.88888888888889,,
23396,1840,7,18,,,,
23397,1840,7,18,,12.777777777777779,,
23398,1840,7,18,28.0,,,
23399,1840,7,19,,13.333333333333334,,
23400,1840,7,19,,13.88888888888889,,
23401,1840,7,19,,14.444444444444445,,
23402,1840,7,19,27.96,12.222222222222223,,
23403,1840,7,19,,,,
23404,1840,7,19,,,,
23405,1840,7,20,,,,
23406,1840,7,20,,13.88888888888889,,
23407,1840,7,20,,,,
23408,1840,7,20,27.92,13.333333333333334,,
23409,1840,7,20,27.94,,,
23410,1840,7,20,27.92,12.222222222222223,,
23411,1840,7,21,27.94,13.333333333333334,,
23412,1840,7,21,,,,
23413,1840,7,21,,,,
23414,1840,7,21,,13.88888888888889,,
23415,1840,7,21,27.92,13.333333333333334,,
23416,1840,7,21,,,,
23417,1840,7,22,27.88,,,
23418,1840,7,22,,,,
23419,1840,7,22,27.9,14.444444444444445,,
23420,1840,7,22,,,,
23421,1840,7,22,27.84,,,
23422,1840,7,22,,,,
23423,1840,7,23,28.0,13.333333333333334,,
23424,1840,7,23,28.1,,,
23425,1840,7,23,28.14,14.444444444444445,,
23426,1840,7,23,28.3,,,
23427,1840,7,23,,12.777777777777779,,
23428,1840,7,23,,12.222222222222223,,
23429,1840,7,24,28.4,,,
23430,1840,7,24,,,,
23431,1840,7,24,28.44,,,
23432,1840,7,24,28.46,13.333333333333334,,
23433,1840,7,24,,12.777777777777779,,
23434,1840,7,24,,,,
23435,1840,7,25,28.44,12.222222222222223,,
23436,1840,7,25,28.46,11.11111111111111,,
